state,senator,,zip
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
ME,Susan M. Collins,,
